股票代码,出现粘合日期,订单状态,进场日期,是否有平半仓,进场价格,出场日期,出场价格, 利润
600900,2012-05-22,压到红线止损出场,2012-05-29,True,6.81,2012-06-11,6.815624999999999,0.005624999999999325
600726,2012-06-07,未进场就被达到止损位置出场,,False,2.62,,0,0
600644,2013-01-16,止损出场,2013-01-21,False,9.0,2013-01-22,8.71,-0.28999999999999915
600674,2016-11-15,压到红线止损出场,2016-11-18,True,8.98,2016-12-05,9.0975,0.11749999999999972
600578,2017-02-08,压到红线止损出场,2017-02-13,True,4.29,2017-02-28,4.3925,0.10250000000000004
600900,2012-05-21,未进场就被达到止损位置出场,,False,6.81,,0,0
600642,2017-08-02,"观望,未进场",,False,6.26,,0,0
600674,2016-11-14,压到红线止损出场,2016-11-17,True,8.92,2016-12-05,9.0975,0.1775000000000002
600644,2012-12-05,止损出场,2012-12-10,False,9.56,2013-01-14,8.71,-0.8499999999999996
600642,2017-08-01,进场做多,2017-08-04,False,6.28,,0,0
600642,2017-07-31,进场做多,2017-08-04,False,6.28,,0,0
600578,2017-01-18,未进场就被达到止损位置出场,,False,4.31,,0,0
600900,2012-05-17,止损出场,2012-05-22,False,6.78,2012-05-25,6.65,-0.1299999999999999
600726,2012-06-06,压到红线止损出场,2012-06-11,True,2.59,2012-06-20,2.624375,0.034375000000000266
600642,2017-07-20,未进场就被达到止损位置出场,,False,6.55,,0,0
600674,2016-10-17,未进场就被达到止损位置出场,,False,8.78,,0,0
600642,2017-07-20,未进场就被达到止损位置出场,,False,6.55,,0,0
600642,2017-02-15,未进场就被达到止损位置出场,,False,6.4,,0,0
600578,2017-01-17,未进场就被达到止损位置出场,,False,4.31,,0,0
600900,2012-05-17,止损出场,2012-05-22,False,6.78,2012-05-25,6.65,-0.1299999999999999
600726,2012-06-05,压到红线止损出场,2012-06-08,True,2.6,2012-06-20,2.624375,0.024375000000000036
600674,2016-09-26,压到红线止损出场,2016-09-29,True,8.69,2016-10-17,8.801666666666668,0.11166666666666814
600509,2016-06-20,未进场就被达到止损位置出场,,False,7.52,,0,0
600578,2017-01-16,未进场就被达到止损位置出场,,False,4.35,,0,0
600726,2012-06-04,未进场就被达到止损位置出场,,False,2.6,,0,0
600642,2017-01-05,压到红线止损出场,2017-01-10,True,6.05,2017-01-16,5.982857142857142,-0.06714285714285761
600900,2012-05-02,止损出场,2012-05-07,False,6.68,2012-05-25,6.52,-0.16000000000000014
600509,2016-04-05,未进场就被达到止损位置出场,,False,8.28,,0,0
600674,2016-06-29,压到红线止损出场,2016-07-04,True,8.33,2016-07-25,8.8325,0.5024999999999995
600578,2016-12-28,压到红线止损出场,2017-01-03,True,4.22,2017-01-12,4.220000000000001,8.881784197001252e-16
600726,2012-05-28,止损出场,2012-05-31,False,2.6,2012-06-04,2.52,-0.08000000000000007
600642,2017-01-05,压到红线止损出场,2017-01-10,True,6.05,2017-01-16,5.982857142857142,-0.06714285714285761
600900,2012-02-27,压到红线止损出场,2012-03-02,True,6.62,2012-03-14,6.6293750000000005,0.009375000000000355
600509,2016-03-16,压到红线止损出场,2016-03-21,True,7.35,2016-03-29,7.430000000000001,0.08000000000000096
600674,2016-06-28,压到红线止损出场,2016-07-01,True,8.31,2016-07-25,8.8325,0.5224999999999991
600578,2016-12-27,未进场就被达到止损位置出场,,False,4.23,,0,0
600726,2011-03-24,止损出场,2011-03-29,True,3.62,2011-03-31,3.54,-0.08000000000000007
600642,2016-11-09,压到红线止损出场,2016-11-14,True,6.03,2016-11-25,6.053125,0.023124999999999396
600509,2014-06-30,止损出场,2014-07-18,False,8.09,2014-07-21,7.89,-0.20000000000000018
600900,2012-02-23,压到红线止损出场,2012-02-28,True,6.54,2012-03-14,6.6293750000000005,0.08937500000000043
600674,2014-06-30,压到红线止损出场,2014-07-03,True,11.84,2014-07-14,12.091249999999999,0.25124999999999886
600505,2016-09-05,止损出场,2016-09-08,False,9.58,2016-09-12,9.29,-0.2900000000000009
600726,2011-03-24,止损出场,2011-03-29,True,3.62,2011-03-31,3.54,-0.08000000000000007
600578,2016-05-05,"观望,未进场",,False,4.78,,0,0
600642,2016-05-26,压到红线止损出场,2016-05-31,True,5.69,2016-06-13,5.774375,0.08437499999999964
600509,2013-02-27,压到红线止损出场,2013-03-06,True,8.83,2013-03-12,8.710625000000002,-0.11937499999999801
600900,2012-02-23,压到红线止损出场,2012-02-28,True,6.54,2012-03-14,6.6293750000000005,0.08937500000000043
600674,2014-06-09,压到红线止损出场,2014-06-12,True,11.74,2014-06-18,11.716250000000002,-0.02374999999999794
600505,2014-04-02,压到红线止损出场,2014-04-08,True,8.22,2014-04-22,8.826875,0.6068749999999987
600726,2010-01-21,止损出场,2010-02-05,False,4.85,2010-02-09,4.64,-0.20999999999999996
600642,2016-05-26,压到红线止损出场,2016-05-31,True,5.69,2016-06-13,5.774375,0.08437499999999964
600674,2014-05-14,未进场就被达到止损位置出场,,False,11.55,,0,0
600900,2012-02-22,压到红线止损出场,2012-02-27,True,6.52,2012-03-14,6.6293750000000005,0.10937500000000089
600578,2016-05-05,"观望,未进场",,False,4.78,,0,0
600505,2013-12-10,未进场就被达到止损位置出场,,False,9.59,,0,0
600726,2010-01-21,止损出场,2010-02-05,False,4.85,2010-02-09,4.64,-0.20999999999999996
600642,2016-05-25,未进场就被达到止损位置出场,,False,5.73,,0,0
600674,2014-04-24,未进场就被达到止损位置出场,,False,11.76,,0,0
600578,2014-08-13,止损出场,2014-08-18,False,3.74,2014-08-19,3.66,-0.08000000000000007
600505,2013-05-22,未进场就被达到止损位置出场,,False,8.79,,0,0
600900,2012-02-21,压到红线止损出场,2012-02-24,True,6.47,2012-03-14,6.6293750000000005,0.1593750000000007
600642,2015-03-18,止损出场,2015-03-23,False,8.04,2015-03-24,7.73,-0.3099999999999987
600726,2010-01-20,未进场就被达到止损位置出场,,False,5.0,,0,0
600674,2014-04-24,未进场就被达到止损位置出场,,False,11.76,,0,0
600578,2014-08-12,未进场就被达到止损位置出场,,False,3.74,,0,0
600505,2013-05-21,未进场就被达到止损位置出场,,False,8.89,,0,0
600900,2012-02-20,压到红线止损出场,2012-02-23,True,6.51,2012-03-14,6.6293750000000005,0.11937500000000068
600642,2014-08-19,未进场就被达到止损位置出场,,False,4.59,,0,0
600674,2014-04-23,未进场就被达到止损位置出场,,False,11.84,,0,0
600726,2010-01-19,未进场就被达到止损位置出场,,False,5.01,,0,0
600578,2014-07-09,未进场就被达到止损位置出场,,False,3.52,,0,0
600505,2013-03-13,止损出场,2013-04-10,False,8.15,2013-04-15,7.86,-0.29000000000000004
600900,2012-02-16,未进场就被达到止损位置出场,,False,6.51,,0,0
600642,2014-06-11,止损出场,2014-06-16,False,4.31,2014-06-18,4.27,-0.040000000000000036
600674,2012-07-31,压到红线止损出场,2012-08-03,True,6.31,2012-08-20,6.655625000000001,0.34562500000000096
600900,2012-02-16,未进场就被达到止损位置出场,,False,6.51,,0,0
600505,2013-02-27,压到红线止损出场,2013-03-04,True,8.41,2013-03-08,8.364375,-0.04562499999999936
600578,2014-05-14,止损出场,2014-07-09,False,3.47,2014-07-10,3.39,-0.08000000000000007
600726,2009-01-15,止损出场,2009-01-20,False,2.73,2009-03-20,0.0,-2.73
600642,2014-06-10,止损出场,2014-06-13,False,4.31,2014-06-19,4.25,-0.05999999999999961
600674,2012-02-07,止损出场,2012-02-10,True,11.77,2012-03-09,11.39,-0.379999999999999
600505,2012-10-29,止损出场,2012-11-01,False,8.18,2012-11-16,7.8,-0.3799999999999999
600900,2012-02-15,压到红线止损出场,2012-02-20,True,6.49,2012-03-14,6.6293750000000005,0.13937500000000025
600578,2014-05-13,止损出场,2014-07-09,False,3.49,2014-07-10,3.43,-0.06000000000000005
600642,2014-06-04,未进场就被达到止损位置出场,,False,4.35,,0,0
600726,2009-01-15,止损出场,2009-01-20,False,2.73,2009-03-20,0.0,-2.73
600674,2011-08-29,止损出场,2011-09-01,False,12.91,2011-09-05,12.31,-0.5999999999999996
600900,2012-02-07,未进场就被达到止损位置出场,,False,6.53,,0,0
600505,2009-06-09,止损出场,2009-06-29,True,6.42,2009-07-06,6.21,-0.20999999999999996
600578,2014-02-19,未进场就被达到止损位置出场,,False,3.57,,0,0
600642,2014-05-26,未进场就被达到止损位置出场,,False,4.4,,0,0
600726,2009-01-14,压到红线止损出场,2009-01-19,True,2.73,2009-02-02,2.7589999999999995,0.02899999999999947
600900,2012-02-06,未进场就被达到止损位置出场,,False,6.53,,0,0
600578,2013-04-16,止损出场,2013-04-19,False,8.07,2013-04-23,7.8,-0.27000000000000046
600505,2009-02-09,止损出场,2009-02-12,False,5.04,2009-02-18,4.7,-0.33999999999999986
600674,2010-04-14,"观望,未进场",,False,16.12,,0,0
600642,2013-08-28,压到红线止损出场,2013-09-02,True,4.35,2013-09-17,4.551875000000001,0.20187500000000114
600726,2009-01-13,压到红线止损出场,2009-01-19,True,2.71,2009-02-02,2.7589999999999995,0.04899999999999949
600900,2011-12-29,未进场就被达到止损位置出场,,False,6.4,,0,0
600578,2010-10-28,止损出场,2010-11-02,True,12.19,2010-11-12,11.51,-0.6799999999999997
600674,2010-04-13,"观望,未进场",,False,16.23,,0,0
600900,2011-12-29,未进场就被达到止损位置出场,,False,6.4,,0,0
600642,2013-05-21,"观望,未进场",,False,4.67,,0,0
600578,2010-10-28,止损出场,2010-11-02,True,12.19,2010-11-12,11.51,-0.6799999999999997
600674,2010-04-12,未进场就被达到止损位置出场,,False,16.23,,0,0
600900,2011-12-28,止损出场,2012-01-04,False,6.4,2012-01-05,6.32,-0.08000000000000007
600642,2013-05-08,止损出场,2013-05-13,False,4.61,2013-05-14,4.52,-0.09000000000000075
600726,2008-02-19,止损出场,2008-03-03,True,6.2,2008-03-11,6.02,-0.1800000000000006
600900,2011-12-27,止损出场,2012-01-04,False,6.39,2012-01-05,6.32,-0.0699999999999994
600642,2013-04-01,未进场就被达到止损位置出场,,False,4.57,,0,0
600483,2017-06-06,止损出场,2017-06-09,False,10.53,2017-07-10,10.22,-0.3099999999999987
600900,2011-12-26,未进场就被达到止损位置出场,,False,6.41,,0,0
600642,2013-01-28,压到红线止损出场,2013-01-31,True,4.43,2013-02-18,4.527,0.09700000000000042
600483,2016-11-10,压到红线止损出场,2016-11-15,True,11.66,2016-11-30,12.153125,0.49312499999999915
600900,2011-10-27,压到红线止损出场,2011-11-01,True,6.62,2011-11-16,6.652500000000001,0.03250000000000064
600642,2013-01-24,未进场就被达到止损位置出场,,False,4.44,,0,0
600483,2016-11-10,压到红线止损出场,2016-11-15,True,11.66,2016-11-30,12.153125,0.49312499999999915
600642,2013-01-24,未进场就被达到止损位置出场,,False,4.44,,0,0
600900,2011-10-27,压到红线止损出场,2011-11-01,True,6.62,2011-11-16,6.652500000000001,0.03250000000000064
600483,2016-11-09,压到红线止损出场,2016-11-14,True,11.56,2016-11-30,12.153125,0.5931249999999988
600642,2013-01-23,未进场就被达到止损位置出场,,False,4.44,,0,0
600900,2011-10-26,未进场就被达到止损位置出场,,False,6.62,,0,0
600483,2016-10-26,未进场就被达到止损位置出场,,False,11.8,,0,0
600642,2013-01-22,未进场就被达到止损位置出场,,False,4.42,,0,0
600900,2011-08-31,止损出场,2011-09-09,False,6.38,2011-09-13,6.25,-0.1299999999999999
600483,2016-10-25,未进场就被达到止损位置出场,,False,11.8,,0,0
600642,2013-01-21,未进场就被达到止损位置出场,,False,4.49,,0,0
600900,2011-06-23,未进场就被达到止损位置出场,,False,7.32,,0,0
600483,2016-10-24,未进场就被达到止损位置出场,,False,11.77,,0,0
600642,2013-01-17,未进场就被达到止损位置出场,,False,4.46,,0,0
600900,2011-06-23,未进场就被达到止损位置出场,,False,7.32,,0,0
600483,2016-10-18,未进场就被达到止损位置出场,,False,11.69,,0,0
600642,2013-01-17,未进场就被达到止损位置出场,,False,4.46,,0,0
600900,2011-06-22,未进场就被达到止损位置出场,,False,7.44,,0,0
600483,2016-10-17,未进场就被达到止损位置出场,,False,11.69,,0,0
600642,2013-01-16,压到红线止损出场,2013-01-21,True,4.43,2013-02-18,4.527,0.09700000000000042
600900,2011-06-21,"观望,未进场",,False,7.44,,0,0
600483,2014-09-03,压到红线止损出场,2014-09-09,True,7.45,2014-09-22,7.868571428571428,0.41857142857142815
600642,2012-11-28,止损出场,2012-12-03,False,4.19,2012-12-04,4.13,-0.0600000000000005
600483,2014-08-27,未进场就被达到止损位置出场,,False,7.15,,0,0
600900,2011-06-20,"观望,未进场",,False,7.46,,0,0
600642,2012-10-23,压到红线止损出场,2012-10-26,True,4.1,2012-11-06,4.13125,0.03125
600900,2011-06-16,止损出场,2011-06-21,False,7.42,2011-06-23,7.36,-0.05999999999999961
600642,2012-10-17,压到红线止损出场,2012-10-22,True,4.06,2012-11-06,4.13125,0.07125000000000004
600483,2013-03-25,"观望,未进场",,False,6.0,,0,0
600900,2011-06-16,止损出场,2011-06-21,False,7.42,2011-06-23,7.36,-0.05999999999999961
600642,2012-10-16,压到红线止损出场,2012-10-19,True,4.03,2012-11-06,4.13125,0.1012499999999994
600483,2013-02-25,压到红线止损出场,2013-02-28,True,5.85,2013-03-11,5.913125,0.06312500000000032
600900,2011-06-15,未进场就被达到止损位置出场,,False,7.47,,0,0
600642,2010-08-11,压到红线止损出场,2010-08-16,True,8.36,2010-08-25,8.393125,0.03312500000000007
600483,2013-01-30,压到红线止损出场,2013-02-04,True,5.62,2013-02-25,5.756666666666667,0.13666666666666671
600900,2011-06-14,"观望,未进场",,False,7.48,,0,0
600483,2012-06-26,进场做多,2012-09-13,True,5.31,,0,0
600900,2011-06-13,未进场就被达到止损位置出场,,False,7.48,,0,0
600900,2011-06-09,止损出场,2011-06-14,False,7.45,2011-06-23,7.3,-0.15000000000000036
600483,2012-06-18,"观望,未进场",,False,5.76,,0,0
600900,2011-06-09,止损出场,2011-06-14,False,7.45,2011-06-23,7.3,-0.15000000000000036
600483,2011-04-18,止损出场,2011-04-21,False,9.81,2011-05-05,9.06,-0.75
600900,2011-06-08,止损出场,2011-06-13,False,7.45,2011-06-23,7.33,-0.1200000000000001
600483,2009-08-05,压到红线止损出场,2009-08-10,True,5.85,2009-08-18,5.77625,-0.07374999999999954
600900,2011-06-07,止损出场,2011-06-14,False,7.48,2011-06-16,7.38,-0.10000000000000053
600483,2009-07-28,未进场就被达到止损位置出场,,False,5.73,,0,0
600483,2009-06-29,未进场就被达到止损位置出场,,False,5.03,,0,0
600900,2011-05-11,"观望,未进场",,False,8.37,,0,0
600483,2009-04-07,压到红线止损出场,2009-04-10,True,4.28,2009-04-20,4.325714285714286,0.045714285714285374
600900,2011-04-13,止损出场,2011-04-18,False,8.4,2011-04-19,8.22,-0.17999999999999972
600483,2009-01-12,压到红线止损出场,2009-01-15,True,2.99,2009-02-02,3.092,0.10199999999999987
600900,2011-04-12,未进场就被达到止损位置出场,,False,8.41,,0,0
600900,2011-03-21,压到红线止损出场,2011-03-24,True,8.02,2011-04-19,8.179285714285713,0.1592857142857138
600900,2011-02-24,压到红线止损出场,2011-03-01,True,7.8,2011-03-11,7.769375,-0.03062499999999968
600900,2011-02-24,压到红线止损出场,2011-03-01,True,7.8,2011-03-11,7.769375,-0.03062499999999968
600900,2010-12-14,止损出场,2011-01-31,False,7.93,2011-02-01,7.79,-0.13999999999999968
600900,2010-12-13,未进场就被达到止损位置出场,,False,7.95,,0,0
600900,2010-08-25,未进场就被达到止损位置出场,,False,8.12,,0,0
600900,2010-08-24,未进场就被达到止损位置出场,,False,8.15,,0,0
600900,2010-08-23,压到红线止损出场,2010-10-11,True,8.15,2010-10-21,8.157499999999999,0.007499999999998508
600900,2010-08-19,压到红线止损出场,2010-10-11,True,8.23,2010-10-21,8.157499999999999,-0.07250000000000156
600900,2010-08-19,压到红线止损出场,2010-10-11,True,8.23,2010-10-21,8.157499999999999,-0.07250000000000156
600900,2010-08-18,止损出场,2010-10-11,False,8.23,2010-10-13,8.11,-0.120000000000001
600900,2010-08-09,未进场就被达到止损位置出场,,False,8.45,,0,0
600900,2010-04-06,压到红线止损出场,2010-04-09,True,12.67,2010-04-19,12.852857142857143,0.18285714285714327
600900,2010-03-24,止损出场,2010-03-29,False,12.68,2010-04-01,12.5,-0.17999999999999972
600900,2010-03-23,止损出场,2010-03-29,False,12.75,2010-03-30,12.59,-0.16000000000000014
600900,2010-03-22,压到红线止损出场,2010-04-09,True,12.8,2010-04-19,12.852857142857143,0.05285714285714249
600900,2010-01-06,止损出场,2010-01-11,False,13.24,2010-01-20,12.91,-0.33000000000000007
600900,2009-10-20,未进场就被达到止损位置出场,,False,13.93,,0,0
600900,2009-10-19,未进场就被达到止损位置出场,,False,13.93,,0,0
600452,2014-11-05,未进场就被达到止损位置出场,,False,14.47,,0,0
600900,2007-08-27,未进场就被达到止损位置出场,,False,20.15,,0,0
600452,2014-07-30,未进场就被达到止损位置出场,,False,11.4,,0,0
600452,2014-06-25,压到红线止损出场,2014-06-30,True,9.49,2014-07-24,10.643125,1.1531249999999993
600452,2014-06-24,压到红线止损出场,2014-06-27,True,9.26,2014-07-24,10.643125,1.3831249999999997
600452,2014-06-18,未进场就被达到止损位置出场,,False,9.28,,0,0
600452,2014-06-17,未进场就被达到止损位置出场,,False,9.35,,0,0
600452,2014-06-16,未进场就被达到止损位置出场,,False,9.35,,0,0
600452,2014-06-12,止损出场,2014-06-17,True,8.95,2014-06-19,8.83,-0.11999999999999922
600452,2014-06-12,止损出场,2014-06-17,True,8.95,2014-06-19,8.83,-0.11999999999999922
600396,2017-07-04,止损出场,2017-07-07,True,3.92,2017-07-12,3.86,-0.06000000000000005
600452,2014-06-11,止损出场,2014-06-16,True,8.95,2014-06-19,8.82,-0.129999999999999
600396,2017-07-03,止损出场,2017-07-06,True,3.91,2017-07-12,3.86,-0.050000000000000266
600396,2017-06-26,止损出场,2017-06-29,False,3.9,2017-07-17,3.78,-0.1200000000000001
600452,2014-06-10,止损出场,2014-06-13,True,8.89,2014-06-19,8.77,-0.120000000000001
600396,2017-03-29,未进场就被达到止损位置出场,,False,5.07,,0,0
600452,2014-06-04,压到红线止损出场,2014-06-09,True,8.77,2014-06-19,8.81,0.040000000000000924
600396,2017-03-28,"观望,未进场",,False,5.09,,0,0
600452,2014-06-03,未进场就被达到止损位置出场,,False,8.88,,0,0
600452,2014-05-20,压到红线止损出场,2014-05-23,True,8.78,2014-06-19,8.81,0.030000000000001137
600396,2017-03-27,"观望,未进场",,False,5.14,,0,0
600310,2016-11-30,止损出场,2016-12-05,True,11.43,2016-12-13,11.25,-0.17999999999999972
600452,2014-05-19,压到红线止损出场,2014-05-22,True,8.73,2014-05-30,8.716875,-0.013125000000000497
600396,2017-03-23,"观望,未进场",,False,5.22,,0,0
600452,2014-05-15,未进场就被达到止损位置出场,,False,8.9,,0,0
600396,2017-03-23,"观望,未进场",,False,5.22,,0,0
600452,2014-05-15,未进场就被达到止损位置出场,,False,8.9,,0,0
600452,2014-05-14,未进场就被达到止损位置出场,,False,8.96,,0,0
600396,2017-03-22,"观望,未进场",,False,5.24,,0,0
600452,2014-05-13,未进场就被达到止损位置出场,,False,9.08,,0,0
600396,2017-03-21,"观望,未进场",,False,5.24,,0,0
600452,2014-05-12,未进场就被达到止损位置出场,,False,9.08,,0,0
600452,2014-02-19,压到红线止损出场,2014-02-24,True,10.0,2014-03-17,10.92125,0.9212500000000006
600396,2017-03-20,"观望,未进场",,False,5.24,,0,0
600396,2017-03-16,止损出场,2017-03-21,False,5.22,2017-03-23,5.12,-0.09999999999999964
600452,2014-02-18,压到红线止损出场,2014-02-21,True,9.6,2014-03-17,10.92125,1.321250000000001
600396,2017-03-16,止损出场,2017-03-21,False,5.22,2017-03-23,5.12,-0.09999999999999964
600452,2014-02-17,压到红线止损出场,2014-02-20,True,9.57,2014-03-17,10.92125,1.3512500000000003
600396,2017-03-15,止损出场,2017-03-20,False,5.2,2017-03-23,5.12,-0.08000000000000007
600452,2013-12-25,止损出场,2013-12-30,False,8.28,2013-12-31,8.1,-0.17999999999999972
600396,2017-03-14,止损出场,2017-03-17,False,5.21,2017-03-23,5.12,-0.08999999999999986
600452,2013-12-09,未进场就被达到止损位置出场,,False,8.49,,0,0
600396,2017-03-13,未进场就被达到止损位置出场,,False,5.21,,0,0
600452,2013-12-05,压到红线止损出场,2013-12-10,True,8.39,2013-12-16,8.31,-0.08000000000000007
600236,2017-07-04,"观望,未进场",,False,5.75,,0,0
600396,2016-09-01,未进场就被达到止损位置出场,,False,5.35,,0,0
600236,2017-06-28,止损出场,2017-07-03,False,5.73,2017-07-07,5.63,-0.10000000000000053
600452,2013-12-05,压到红线止损出场,2013-12-10,True,8.39,2013-12-16,8.31,-0.08000000000000007
600236,2017-03-22,止损出场,2017-03-27,True,6.49,2017-03-30,6.36,-0.1299999999999999
600396,2016-09-01,未进场就被达到止损位置出场,,False,5.35,,0,0
600452,2013-12-04,压到红线止损出场,2013-12-09,True,8.42,2013-12-16,8.31,-0.10999999999999943
600236,2017-01-11,压到红线止损出场,2017-01-16,True,6.23,2017-02-03,6.487857142857143,0.25785714285714256
600396,2016-07-27,未进场就被达到止损位置出场,,False,5.8,,0,0
600131,2016-03-16,压到红线止损出场,2016-03-21,True,7.29,2016-04-20,9.0875,1.7975000000000003
600452,2013-11-27,压到红线止损出场,2013-12-04,True,8.37,2013-12-16,8.31,-0.05999999999999872
600396,2016-07-19,未进场就被达到止损位置出场,,False,5.34,,0,0
600236,2016-11-29,"观望,未进场",,False,6.85,,0,0
600452,2013-11-12,未进场就被达到止损位置出场,,False,8.07,,0,0
600131,2014-10-16,未进场就被达到止损位置出场,,False,5.96,,0,0
600396,2013-11-04,未进场就被达到止损位置出场,,False,7.59,,0,0
600110,2017-05-23,未进场就被达到止损位置出场,,False,13.7,,0,0
600236,2016-11-28,未进场就被达到止损位置出场,,False,6.83,,0,0
600452,2013-11-11,未进场就被达到止损位置出场,,False,8.11,,0,0
600131,2014-10-16,未进场就被达到止损位置出场,,False,5.96,,0,0
600116,2017-03-01,未进场就被达到止损位置出场,,False,9.99,,0,0
600110,2016-04-05,未进场就被达到止损位置出场,,False,7.49,,0,0
600236,2014-07-09,未进场就被达到止损位置出场,,False,2.97,,0,0
600452,2013-11-04,未进场就被达到止损位置出场,,False,8.35,,0,0
600131,2014-10-15,止损出场,2014-11-04,False,5.96,2014-11-11,5.64,-0.3200000000000003
600236,2014-06-19,未进场就被达到止损位置出场,,False,2.79,,0,0
600116,2017-02-28,压到红线止损出场,2017-03-03,True,9.68,2017-04-17,12.347499999999998,2.6674999999999986
600452,2013-10-31,止损出场,2013-11-05,False,8.24,2013-11-08,8.01,-0.23000000000000043
600110,2015-01-12,未进场就被达到止损位置出场,,False,6.23,,0,0
600131,2014-06-19,未进场就被达到止损位置出场,,False,3.98,,0,0
600236,2014-06-19,未进场就被达到止损位置出场,,False,2.79,,0,0
600116,2017-01-10,止损出场,2017-02-27,False,9.74,2017-02-28,9.45,-0.2900000000000009
600452,2013-10-31,止损出场,2013-11-05,False,8.24,2013-11-08,8.01,-0.23000000000000043
600131,2014-06-19,未进场就被达到止损位置出场,,False,3.98,,0,0
600110,2015-01-08,止损出场,2015-01-22,True,6.43,2015-02-02,6.22,-0.20999999999999996
600236,2014-06-18,未进场就被达到止损位置出场,,False,2.8,,0,0
600116,2016-06-08,未进场就被达到止损位置出场,,False,7.47,,0,0
600452,2013-10-30,未进场就被达到止损位置出场,,False,8.49,,0,0
600131,2014-06-18,未进场就被达到止损位置出场,,False,3.98,,0,0
600110,2015-01-08,止损出场,2015-01-22,True,6.43,2015-02-02,6.22,-0.20999999999999996
600236,2014-06-17,止损出场,2014-07-03,False,2.8,2014-07-04,2.77,-0.029999999999999805
600116,2015-10-14,止损出场,2015-10-19,False,14.99,2015-10-21,14.15,-0.8399999999999999
600452,2013-10-29,未进场就被达到止损位置出场,,False,8.49,,0,0
600131,2014-06-17,未进场就被达到止损位置出场,,False,3.92,,0,0
600110,2015-01-07,止损出场,2015-01-22,True,6.49,2015-02-02,6.24,-0.25
600236,2014-06-04,止损出场,2014-06-09,False,2.81,2014-06-10,2.78,-0.03000000000000025
600116,2013-02-27,止损出场,2013-03-04,False,13.25,2013-03-13,12.66,-0.5899999999999999
600452,2013-10-15,止损出场,2013-10-18,False,8.09,2013-10-29,7.84,-0.25
600131,2014-04-22,未进场就被达到止损位置出场,,False,3.85,,0,0
600110,2014-11-26,止损出场,2014-12-03,False,7.03,2014-12-05,6.85,-0.1800000000000006
600236,2014-06-03,止损出场,2014-06-06,False,2.81,2014-06-12,2.76,-0.050000000000000266
600116,2013-02-26,压到红线止损出场,2013-03-01,True,13.16,2013-03-05,13.065624999999999,-0.09437500000000121
600452,2013-10-14,未进场就被达到止损位置出场,,False,7.99,,0,0
600131,2014-04-21,未进场就被达到止损位置出场,,False,3.91,,0,0
600110,2014-11-25,止损出场,2014-11-28,False,6.98,2014-12-01,6.81,-0.17000000000000082
600236,2014-05-29,止损出场,2014-06-04,False,2.8,2014-06-12,2.76,-0.040000000000000036
600452,2013-09-30,压到红线止损出场,2013-10-10,True,7.78,2013-10-25,7.90125,0.12124999999999986
600131,2014-04-17,止损出场,2014-05-29,True,3.91,2014-06-04,3.86,-0.050000000000000266
600236,2014-05-29,止损出场,2014-06-04,False,2.8,2014-06-12,2.76,-0.040000000000000036
600110,2014-10-15,"观望,未进场",,False,7.47,,0,0
600452,2013-09-26,压到红线止损出场,2013-10-08,True,7.74,2013-10-25,7.90125,0.1612499999999999
600131,2014-04-17,止损出场,2014-05-29,True,3.91,2014-06-04,3.86,-0.050000000000000266
600236,2014-05-14,未进场就被达到止损位置出场,,False,2.82,,0,0
600452,2013-09-26,压到红线止损出场,2013-10-08,True,7.74,2013-10-25,7.90125,0.1612499999999999
600110,2014-10-14,"观望,未进场",,False,7.56,,0,0
600131,2014-03-12,未进场就被达到止损位置出场,,False,3.76,,0,0
600236,2014-04-22,止损出场,2014-07-10,False,2.96,2014-07-11,2.91,-0.04999999999999982
600452,2013-09-25,未进场就被达到止损位置出场,,False,7.77,,0,0
600110,2014-08-21,止损出场,2014-08-26,False,6.46,2014-08-27,6.26,-0.20000000000000018
600131,2014-03-11,压到红线止损出场,2014-03-14,True,3.71,2014-03-18,3.8,0.08999999999999986
600236,2014-02-19,未进场就被达到止损位置出场,,False,3.07,,0,0
600452,2013-09-24,未进场就被达到止损位置出场,,False,7.82,,0,0
600110,2014-08-21,止损出场,2014-08-26,False,6.46,2014-08-27,6.26,-0.20000000000000018
600131,2014-03-10,未进场就被达到止损位置出场,,False,3.85,,0,0
600236,2014-02-18,止损出场,2014-02-21,False,3.01,2014-02-24,2.94,-0.06999999999999984
600101,2014-07-22,压到红线止损出场,2014-07-25,True,7.77,2014-08-11,8.0525,0.28250000000000064
600110,2014-08-20,未进场就被达到止损位置出场,,False,6.64,,0,0
600131,2014-02-10,压到红线止损出场,2014-02-13,True,3.84,2014-02-21,3.7999999999999994,-0.04000000000000048
600452,2013-09-23,压到红线止损出场,2013-10-10,True,7.82,2013-10-25,7.90125,0.08124999999999982
600236,2014-02-17,止损出场,2014-02-20,False,3.02,2014-02-24,2.95,-0.06999999999999984
600101,2014-07-21,未进场就被达到止损位置出场,,False,7.81,,0,0
600110,2014-08-19,未进场就被达到止损位置出场,,False,6.64,,0,0
600131,2014-01-06,止损出场,2014-01-09,False,4.03,2014-01-13,3.83,-0.20000000000000018
600452,2013-09-18,未进场就被达到止损位置出场,,False,7.8,,0,0
600236,2014-02-13,止损出场,2014-02-18,False,2.99,2014-02-19,2.94,-0.050000000000000266
600101,2014-06-16,未进场就被达到止损位置出场,,False,8.05,,0,0
600110,2014-08-18,止损出场,2014-08-21,True,6.08,2014-08-28,5.99,-0.08999999999999986
